,Unnamed: 0,gene,eps,pan_cancer_cluster_number,pan_cancer_distribution,TNBC_distribution,cluster_combination,TNBC_distribution_in_this_cluster,centroid_distance,cluster_separation
4109,5099,ICA1,0.1799999999999999,5,"{'-1': 939, '1': 384, '0': 209, '3': 75, '2': 66}","{'-1': 21, '1': 4, '0': 4, '2': 1}","(0, 1)","{0: 4, 1: 4}",4.051148633130771,1.9887852125040737
4977,5967,TFPI,0.1699999999999999,5,"{'-1': 1071, '0': 318, '1': 215, '2': 50, '3': 19}","{'-1': 16, '0': 8, '1': 6}","(0, 1)","{0: 8, 1: 6}",5.101394760593204,2.8196193346042464
4987,5977,TFPI,0.1799999999999999,3,"{'-1': 960, '0': 373, '1': 340}","{'-1': 14, '0': 9, '1': 7}","(0, 1)","{0: 9, 1: 7}",5.239990495200629,2.2342496954463855
4990,5980,TFPI,0.1899999999999999,4,"{'-1': 745, '1': 477, '0': 400, '2': 51}","{'-1': 13, '0': 9, '1': 8}","(0, 1)","{0: 9, 1: 8}",5.332776557816844,1.7881187031946868
4996,5986,TFPI,0.1999999999999999,4,"{'-1': 649, '1': 519, '0': 435, '2': 70}","{'-1': 12, '0': 10, '1': 8}","(0, 1)","{0: 10, 1: 8}",5.276193616599929,1.3754717513408368
14847,3619,DAPP1,0.2299999999999999,5,"{'0': 884, '-1': 593, '1': 134, '3': 32, '2': 30}","{'0': 17, '-1': 7, '1': 5, '2': 1}","(0, 1)","{0: 17, 1: 5}",3.498537946439569,1.6397700590698083
14857,3629,DAPP1,0.2399999999999999,5,"{'0': 891, '-1': 559, '1': 156, '2': 37, '3': 30}","{'0': 17, '-1': 6, '1': 6, '2': 1}","(0, 1)","{0: 17, 1: 6}",3.5137082603600573,1.4607557995846796
14867,3639,DAPP1,0.2499999999999999,5,"{'0': 935, '-1': 478, '1': 184, '2': 46, '3': 30}","{'0': 17, '1': 7, '-1': 5, '2': 1}","(0, 1)","{0: 17, 1: 7}",3.4784464907088393,1.3088192158342624
14877,3649,DAPP1,0.2599999999999999,6,"{'0': 947, '-1': 398, '1': 229, '2': 55, '3': 30, '4': 14}","{'0': 17, '1': 7, '-1': 3, '2': 2, '4': 1}","(0, 1)","{0: 17, 1: 7}",3.5254640711512173,1.0517614276897416
22614,43,CYBRD1,0.1999999999999999,3,"{'-1': 727, '1': 668, '0': 278}","{'1': 16, '-1': 11, '0': 3}","(0, 1)","{0: 3, 1: 16}",4.333687827551519,1.1684536142256443
22617,46,CYBRD1,0.2099999999999999,3,"{'1': 709, '-1': 677, '0': 287}","{'1': 17, '-1': 10, '0': 3}","(0, 1)","{0: 3, 1: 17}",4.353879574611578,1.1100894517116555
22620,49,CYBRD1,0.2199999999999999,3,"{'1': 733, '-1': 640, '0': 300}","{'1': 17, '-1': 10, '0': 3}","(0, 1)","{0: 3, 1: 17}",4.332433677029808,1.027136129937514
33709,3904,PPP2R2C,0.2299999999999999,4,"{'0': 932, '-1': 535, '2': 143, '1': 63}","{'-1': 15, '0': 12, '2': 3}","(0, 2)","{0: 12, 2: 3}",3.645186337623988,1.2085402261901534
34963,628,MGLL,0.1999999999999999,3,"{'-1': 742, '0': 705, '1': 226}","{'-1': 14, '0': 13, '1': 3}","(0, 1)","{0: 13, 1: 3}",4.437690152185291,1.175961391172981
34966,631,MGLL,0.2099999999999999,3,"{'0': 738, '-1': 690, '1': 245}","{'0': 14, '-1': 13, '1': 3}","(0, 1)","{0: 14, 1: 3}",4.4073161030159484,1.108813487138925
55075,2790,FGFR1,0.1899999999999999,6,"{'-1': 846, '0': 596, '1': 129, '4': 44, '2': 40, '3': 18}","{'-1': 14, '0': 12, '4': 3, '1': 1}","(0, 4)","{0: 12, 4: 3}",4.739991266238801,1.6822597020760717
55087,2802,FGFR1,0.1999999999999999,4,"{'-1': 750, '0': 676, '1': 188, '2': 59}","{'0': 15, '-1': 11, '1': 4}","(0, 1)","{0: 15, 1: 4}",4.708792812997327,1.224759435880364
62202,2109,LXN,0.1599999999999999,3,"{'-1': 1071, '1': 461, '0': 141}","{'-1': 20, '1': 7, '0': 3}","(0, 1)","{0: 3, 1: 7}",3.4473274255391004,2.09456300153298
62205,2112,LXN,0.1699999999999999,6,"{'-1': 930, '1': 482, '0': 168, '2': 41, '4': 27, '3': 25}","{'-1': 20, '1': 7, '0': 3}","(0, 1)","{0: 3, 1: 7}",3.4548740603433834,1.9347696281839553
62220,2127,LXN,0.1799999999999999,3,"{'-1': 831, '1': 524, '0': 318}","{'-1': 17, '1': 9, '0': 4}","(0, 1)","{0: 4, 1: 9}",3.734612770652393,1.5877236403982131
62223,2130,LXN,0.1899999999999999,3,"{'-1': 769, '1': 527, '0': 377}","{'-1': 16, '1': 9, '0': 5}","(0, 1)","{0: 5, 1: 9}",3.629512155161234,1.3740401274066527
62226,2133,LXN,0.1999999999999999,4,"{'-1': 705, '1': 535, '0': 416, '2': 17}","{'-1': 14, '1': 9, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 9}",3.6127165658131366,1.338047760250639
69254,967,ARSD,0.1899999999999999,3,"{'0': 744, '-1': 726, '1': 203}","{'0': 15, '-1': 12, '1': 3}","(0, 1)","{0: 15, 1: 3}",3.40368513932061,1.5342092002565215
69257,970,ARSD,0.1999999999999999,3,"{'0': 800, '-1': 640, '1': 233}","{'0': 15, '-1': 11, '1': 4}","(0, 1)","{0: 15, 1: 4}",3.3931147475616816,1.3028473533216574
69858,2025,PRSS21,0.3099999999999999,3,"{'0': 1234, '-1': 329, '1': 110}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.970621316957969,2.398933480603537
69861,2028,PRSS21,0.3199999999999999,3,"{'0': 1237, '-1': 311, '1': 125}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.932837208258085,2.2227902415625698
69864,2031,PRSS21,0.3299999999999999,3,"{'0': 1238, '-1': 299, '1': 136}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.85839017963869,1.944789813042326
69867,2034,PRSS21,0.3399999999999998,4,"{'0': 1240, '-1': 259, '1': 142, '2': 32}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.86788541448503,1.944789813042326
69877,2044,PRSS21,0.3499999999999998,5,"{'1': 1241, '-1': 215, '2': 145, '0': 43, '3': 29}","{'1': 24, '-1': 3, '2': 3}","(1, 2)","{1: 24, 2: 3}",4.854793223881314,1.837874609125814
69887,2054,PRSS21,0.3599999999999999,5,"{'1': 1238, '-1': 187, '2': 168, '0': 50, '3': 30}","{'1': 24, '-1': 3, '2': 3}","(1, 2)","{1: 24, 2: 3}",4.99077819366839,1.6725123797707369
69893,2060,PRSS21,0.3699999999999999,4,"{'0': 1291, '1': 181, '-1': 165, '2': 36}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",5.022065592236969,1.441973719732649
69899,2066,PRSS21,0.3799999999999999,3,"{'0': 1298, '1': 227, '-1': 148}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",5.266546525199359,1.3347142498432056
69902,2069,PRSS21,0.3899999999999998,3,"{'0': 1303, '1': 235, '-1': 135}","{'0': 25, '1': 4, '-1': 1}","(0, 1)","{0: 25, 1: 4}",5.27199955455029,1.160059648316108
75958,3170,MGST1,0.2099999999999999,3,"{'0': 855, '-1': 527, '1': 291}","{'0': 18, '-1': 9, '1': 3}","(0, 1)","{0: 18, 1: 3}",7.466558425629285,3.450945152749469
75961,3173,MGST1,0.2199999999999999,4,"{'0': 874, '-1': 482, '1': 293, '2': 24}","{'0': 18, '-1': 8, '1': 3, '2': 1}","(0, 1)","{0: 18, 1: 3}",7.442467927444456,3.378586202335186
75967,3179,MGST1,0.2299999999999999,3,"{'0': 928, '-1': 447, '1': 298}","{'0': 20, '-1': 7, '1': 3}","(0, 1)","{0: 20, 1: 3}",7.374021802917473,2.9751759158542663
75970,3182,MGST1,0.2399999999999999,3,"{'0': 961, '-1': 399, '1': 313}","{'0': 23, '-1': 4, '1': 3}","(0, 1)","{0: 23, 1: 3}",7.29369844736504,2.439596859198251
75973,3185,MGST1,0.2499999999999999,3,"{'0': 983, '-1': 365, '1': 325}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",7.250999170247093,2.439596859198251
75976,3188,MGST1,0.2599999999999999,3,"{'0': 996, '-1': 346, '1': 331}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",7.242119769532875,2.439596859198251
75979,3191,MGST1,0.2699999999999999,3,"{'0': 1012, '1': 333, '-1': 328}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",7.192697602204567,1.8695852437839569
75982,3194,MGST1,0.2799999999999999,3,"{'0': 1022, '1': 343, '-1': 308}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",7.183040635079985,1.8695852437839569
75985,3197,MGST1,0.2899999999999999,3,"{'0': 1039, '1': 348, '-1': 286}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",7.162442426140576,1.4410478265186293
76744,4223,IL32,0.1899999999999999,6,"{'-1': 869, '0': 394, '1': 262, '2': 85, '3': 39, '4': 24}","{'-1': 18, '0': 8, '1': 3, '3': 1}","(0, 1)","{0: 8, 1: 3}",6.253200092581307,2.809716512110044
82802,2605,MRC2,0.1899999999999999,4,"{'-1': 843, '0': 405, '1': 340, '2': 85}","{'-1': 18, '1': 7, '0': 4, '2': 1}","(0, 1)","{0: 4, 1: 7}",3.9767667463539182,1.1996376650839349
91080,2947,GPRC5A,0.1599999999999999,3,"{'-1': 1033, '0': 349, '1': 291}","{'-1': 18, '1': 9, '0': 3}","(0, 1)","{0: 3, 1: 9}",5.895925187088225,3.5774649681437403
91083,2950,GPRC5A,0.1699999999999999,3,"{'-1': 932, '1': 380, '0': 361}","{'-1': 17, '1': 10, '0': 3}","(0, 1)","{0: 3, 1: 10}",5.809670992644763,3.323997464174826
91086,2953,GPRC5A,0.1799999999999999,4,"{'-1': 793, '1': 474, '0': 370, '2': 36}","{'-1': 15, '1': 12, '0': 3}","(0, 1)","{0: 3, 1: 12}",5.795094350923359,2.393186778057184
91092,2959,GPRC5A,0.1899999999999999,3,"{'-1': 698, '1': 596, '0': 379}","{'-1': 15, '1': 12, '0': 3}","(0, 1)","{0: 3, 1: 12}",5.811819953480225,2.0030404543200513
91095,2962,GPRC5A,0.1999999999999999,4,"{'1': 657, '-1': 594, '0': 383, '2': 39}","{'-1': 14, '1': 13, '0': 3}","(0, 1)","{0: 3, 1: 13}",5.7861333080802515,1.7977572782849591
96921,1409,SNAI2,0.1699999999999999,3,"{'-1': 869, '1': 528, '0': 276}","{'-1': 22, '1': 5, '0': 3}","(0, 1)","{0: 3, 1: 5}",4.664221970988973,2.297423131378715
96924,1412,SNAI2,0.1799999999999999,3,"{'-1': 831, '1': 546, '0': 296}","{'-1': 22, '1': 5, '0': 3}","(0, 1)","{0: 3, 1: 5}",4.648651545467257,2.1877986402042167
96927,1415,SNAI2,0.1899999999999999,3,"{'-1': 778, '1': 548, '0': 347}","{'-1': 20, '1': 6, '0': 4}","(0, 1)","{0: 4, 1: 6}",4.7195320924027,2.039908721436636
96930,1418,SNAI2,0.1999999999999999,3,"{'-1': 672, '1': 568, '0': 433}","{'-1': 17, '0': 7, '1': 6}","(0, 1)","{0: 7, 1: 6}",4.517296611015607,1.3439544012173614
98776,3264,SERPINB1,0.2499999999999999,3,"{'0': 1088, '-1': 460, '1': 125}","{'0': 22, '-1': 5, '1': 3}","(0, 1)","{0: 22, 1: 3}",4.9060264573141605,1.3687819083179715
98779,3267,SERPINB1,0.2599999999999999,3,"{'0': 1101, '-1': 433, '1': 139}","{'0': 22, '-1': 5, '1': 3}","(0, 1)","{0: 22, 1: 3}",4.901805673706447,1.2821662660119906
98782,3270,SERPINB1,0.2699999999999999,3,"{'0': 1118, '-1': 414, '1': 141}","{'0': 22, '-1': 5, '1': 3}","(0, 1)","{0: 22, 1: 3}",4.882966222864055,1.2751798356958832
98785,3273,SERPINB1,0.2799999999999999,3,"{'0': 1131, '-1': 389, '1': 153}","{'0': 22, '-1': 5, '1': 3}","(0, 1)","{0: 22, 1: 3}",4.8351270706866405,1.2339571729693706
98788,3276,SERPINB1,0.2899999999999999,3,"{'0': 1158, '-1': 352, '1': 163}","{'0': 22, '-1': 5, '1': 3}","(0, 1)","{0: 22, 1: 3}",4.830825157967036,1.2339571729693706
99693,148,FHL1,0.1699999999999999,3,"{'-1': 1059, '1': 337, '0': 277}","{'-1': 21, '1': 6, '0': 3}","(0, 1)","{0: 3, 1: 6}",4.335356434807339,2.116386574551139
99696,151,FHL1,0.1799999999999999,3,"{'-1': 959, '0': 364, '1': 350}","{'-1': 17, '0': 7, '1': 6}","(0, 1)","{0: 7, 1: 6}",4.340916264409593,1.5703651245081982
100130,585,NLRP2,0.2099999999999999,3,"{'0': 992, '-1': 552, '1': 129}","{'0': 16, '-1': 11, '1': 3}","(0, 1)","{0: 16, 1: 3}",4.66252138966415,2.732535441746437
100133,588,NLRP2,0.2199999999999999,3,"{'0': 992, '-1': 498, '1': 183}","{'0': 16, '-1': 11, '1': 3}","(0, 1)","{0: 16, 1: 3}",4.580824724131837,2.465604905938016
100136,591,NLRP2,0.2299999999999999,3,"{'0': 995, '-1': 461, '1': 217}","{'0': 17, '-1': 9, '1': 4}","(0, 1)","{0: 17, 1: 4}",4.5141753555117905,2.4121656469765553
100139,594,NLRP2,0.2399999999999999,3,"{'0': 1005, '-1': 429, '1': 239}","{'0': 17, '-1': 9, '1': 4}","(0, 1)","{0: 17, 1: 4}",4.451968294029925,1.9060540081447233
100142,597,NLRP2,0.2499999999999999,3,"{'0': 1009, '-1': 396, '1': 268}","{'0': 17, '-1': 7, '1': 6}","(0, 1)","{0: 17, 1: 6}",4.470455985184674,1.9060540081447233
100145,600,NLRP2,0.2599999999999999,3,"{'0': 1013, '-1': 372, '1': 288}","{'0': 17, '1': 7, '-1': 6}","(0, 1)","{0: 17, 1: 7}",4.486781781916318,1.8267315554833177
100148,603,NLRP2,0.2699999999999999,3,"{'0': 1018, '-1': 349, '1': 306}","{'0': 17, '1': 7, '-1': 6}","(0, 1)","{0: 17, 1: 7}",4.457343596364031,1.600644122953426
100151,606,NLRP2,0.2799999999999999,3,"{'0': 1024, '-1': 327, '1': 322}","{'0': 17, '1': 8, '-1': 5}","(0, 1)","{0: 17, 1: 8}",4.416604353938018,1.172923745072148
100154,609,NLRP2,0.2899999999999999,3,"{'0': 1030, '1': 328, '-1': 315}","{'0': 17, '1': 9, '-1': 4}","(0, 1)","{0: 17, 1: 9}",4.44095277914363,1.172923745072148
100157,612,NLRP2,0.2999999999999999,3,"{'0': 1034, '1': 336, '-1': 303}","{'0': 17, '1': 9, '-1': 4}","(0, 1)","{0: 17, 1: 9}",4.4369273023030855,1.0193005559589363
100160,615,NLRP2,0.3099999999999999,3,"{'0': 1039, '1': 344, '-1': 290}","{'0': 17, '1': 9, '-1': 4}","(0, 1)","{0: 17, 1: 9}",4.411746784697879,1.00242673739454
100163,618,NLRP2,0.3199999999999999,3,"{'0': 1046, '1': 348, '-1': 279}","{'0': 17, '1': 9, '-1': 4}","(0, 1)","{0: 17, 1: 9}",4.41515917986596,1.00242673739454
101784,2239,BIRC3,0.1799999999999999,7,"{'-1': 973, '0': 377, '1': 111, '3': 84, '5': 52, '2': 41, '4': 35}","{'-1': 18, '1': 5, '0': 3, '4': 2, '5': 1, '3': 1}","(0, 1)","{0: 3, 1: 5}",3.71650110416728,1.6513049955498529
103544,3999,EHD2,0.1399999999999999,4,"{'-1': 1219, '0': 249, '1': 179, '2': 26}","{'-1': 23, '0': 4, '1': 3}","(0, 1)","{0: 4, 1: 3}",5.212671007059337,3.679717300345739
103550,4005,EHD2,0.1499999999999999,4,"{'-1': 1093, '1': 280, '0': 262, '2': 38}","{'-1': 18, '1': 8, '0': 4}","(0, 1)","{0: 4, 1: 8}",5.195152845835769,3.4205989729435435
103556,4011,EHD2,0.1599999999999999,3,"{'-1': 997, '1': 386, '0': 290}","{'-1': 17, '1': 9, '0': 4}","(0, 1)","{0: 4, 1: 9}",5.205946096712577,3.0117329614660164
103559,4014,EHD2,0.1699999999999999,3,"{'-1': 858, '1': 495, '0': 320}","{'-1': 16, '1': 9, '0': 5}","(0, 1)","{0: 5, 1: 9}",4.963793834873333,2.065170438941281
103562,4017,EHD2,0.1799999999999999,3,"{'-1': 792, '1': 536, '0': 345}","{'-1': 14, '1': 11, '0': 5}","(0, 1)","{0: 5, 1: 11}",4.987307387270371,1.9660906652332784
103565,4020,EHD2,0.1899999999999999,3,"{'-1': 722, '1': 585, '0': 366}","{'1': 12, '-1': 12, '0': 6}","(0, 1)","{0: 6, 1: 12}",4.908695646645422,1.5642310591370694
103568,4023,EHD2,0.1999999999999999,4,"{'-1': 639, '1': 607, '0': 371, '2': 56}","{'1': 12, '-1': 11, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 12}",4.92463791038587,1.5642310591370694
105408,1378,VIM,0.2099999999999999,3,"{'0': 825, '-1': 590, '1': 258}","{'-1': 15, '0': 10, '1': 5}","(0, 1)","{0: 10, 1: 5}",7.942913529787962,1.6434995771732783
105411,1381,VIM,0.2199999999999999,3,"{'0': 877, '-1': 509, '1': 287}","{'0': 12, '-1': 12, '1': 6}","(0, 1)","{0: 12, 1: 6}",7.796479889876743,1.1382718001722203
115164,653,APBA2,0.1799999999999999,3,"{'-1': 852, '1': 600, '0': 221}","{'-1': 18, '1': 8, '0': 4}","(0, 1)","{0: 4, 1: 8}",3.1461256410014027,1.7052567344388676
115167,656,APBA2,0.1899999999999999,3,"{'-1': 747, '1': 613, '0': 313}","{'-1': 15, '1': 8, '0': 7}","(0, 1)","{0: 7, 1: 8}",3.140046726416818,1.5458463704547707
115170,659,APBA2,0.1999999999999999,3,"{'-1': 674, '1': 632, '0': 367}","{'-1': 14, '0': 8, '1': 8}","(0, 1)","{0: 8, 1: 8}",3.13217834932881,1.408464845355358
115173,662,APBA2,0.2099999999999999,3,"{'1': 642, '-1': 618, '0': 413}","{'-1': 13, '0': 9, '1': 8}","(0, 1)","{0: 9, 1: 8}",3.1440788843062055,1.3554806545983888
120481,2823,CDH1,0.1699999999999999,3,"{'0': 732, '-1': 639, '1': 302}","{'-1': 15, '0': 9, '1': 6}","(0, 1)","{0: 9, 1: 6}",6.590819203277042,3.8492173089711734
120484,2826,CDH1,0.1799999999999999,3,"{'0': 754, '-1': 576, '1': 343}","{'-1': 12, '1': 9, '0': 9}","(0, 1)","{0: 9, 1: 9}",6.605240150678373,3.74451993030448
120487,2829,CDH1,0.1899999999999999,3,"{'0': 765, '-1': 532, '1': 376}","{'-1': 11, '1': 10, '0': 9}","(0, 1)","{0: 9, 1: 10}",6.495392166928416,3.2685311034141016
120490,2832,CDH1,0.1999999999999999,3,"{'0': 771, '-1': 510, '1': 392}","{'-1': 11, '1': 10, '0': 9}","(0, 1)","{0: 9, 1: 10}",6.480368775138996,3.186396513940906
120493,2835,CDH1,0.2099999999999999,3,"{'0': 780, '-1': 473, '1': 420}","{'1': 12, '-1': 9, '0': 9}","(0, 1)","{0: 9, 1: 12}",6.457631132636534,3.001445827788511
120496,2838,CDH1,0.2199999999999999,3,"{'0': 793, '1': 452, '-1': 428}","{'1': 12, '-1': 9, '0': 9}","(0, 1)","{0: 9, 1: 12}",6.3471924274792215,2.216695691166924
120499,2841,CDH1,0.2299999999999999,3,"{'0': 809, '1': 474, '-1': 390}","{'1': 12, '-1': 9, '0': 9}","(0, 1)","{0: 9, 1: 12}",6.256932519029342,1.7346943994350874
123468,1934,TNC,0.1799999999999999,5,"{'-1': 881, '1': 618, '0': 128, '2': 25, '3': 21}","{'-1': 19, '1': 5, '0': 4, '3': 2}","(0, 1)","{0: 4, 1: 5}",5.9623336507564755,2.899786208908568
123478,1944,TNC,0.1899999999999999,5,"{'-1': 718, '1': 635, '0': 248, '2': 42, '3': 30}","{'-1': 18, '0': 7, '1': 5}","(0, 1)","{0: 7, 1: 5}",5.778707134661126,1.297336106704971
132129,1139,KITLG,0.1599999999999999,7,"{'-1': 1026, '3': 232, '1': 215, '2': 103, '0': 48, '5': 37, '4': 12}","{'-1': 16, '3': 8, '1': 3, '2': 3}","(1, 3)","{1: 3, 3: 8}",3.898009064713289,2.1753670865105605
133159,2300,EPN3,0.2299999999999999,4,"{'0': 1002, '-1': 466, '1': 172, '2': 33}","{'-1': 14, '0': 13, '1': 3}","(0, 1)","{0: 13, 1: 3}",3.425748138412772,1.131529622705302
133165,2306,EPN3,0.2399999999999999,3,"{'0': 1045, '-1': 433, '1': 195}","{'-1': 14, '0': 13, '1': 3}","(0, 1)","{0: 13, 1: 3}",3.4455823516192785,1.036372389664962
135471,851,PRSS22,0.2099999999999999,3,"{'0': 972, '-1': 581, '1': 120}","{'-1': 16, '0': 10, '1': 4}","(0, 1)","{0: 10, 1: 4}",5.0683386695352866,3.1787219496794714
135474,854,PRSS22,0.2199999999999999,5,"{'0': 976, '-1': 498, '1': 142, '2': 38, '3': 19}","{'-1': 16, '0': 10, '1': 4}","(0, 1)","{0: 10, 1: 4}",5.146188206614585,3.022856613656843
135484,864,PRSS22,0.2299999999999999,5,"{'0': 1012, '-1': 403, '1': 162, '2': 74, '3': 22}","{'-1': 13, '0': 10, '1': 4, '3': 3}","(0, 1)","{0: 10, 1: 4}",5.134293669138618,2.6713452378251477
135486,866,PRSS22,0.2299999999999999,5,"{'0': 1012, '-1': 403, '1': 162, '2': 74, '3': 22}","{'-1': 13, '0': 10, '1': 4, '3': 3}","(0, 3)","{0: 10, 3: 3}",6.062719404973153,4.361843348301645
135494,874,PRSS22,0.2399999999999999,3,"{'0': 1021, '-1': 339, '1': 313}","{'0': 12, '1': 10, '-1': 8}","(0, 1)","{0: 12, 1: 10}",4.766034083043915,1.3846638502353246
135497,877,PRSS22,0.2499999999999999,3,"{'0': 1031, '1': 336, '-1': 306}","{'0': 12, '1': 10, '-1': 8}","(0, 1)","{0: 12, 1: 10}",4.804613543357273,1.3168212044542735
135500,880,PRSS22,0.2599999999999999,3,"{'0': 1036, '1': 350, '-1': 287}","{'1': 12, '0': 12, '-1': 6}","(0, 1)","{0: 12, 1: 12}",4.792792337207815,1.181771244290421
137631,3413,COPZ2,0.1599999999999999,5,"{'-1': 1084, '0': 365, '1': 119, '2': 71, '3': 34}","{'-1': 19, '0': 6, '2': 3, '1': 2}","(0, 2)","{0: 6, 2: 3}",3.1524416858647446,1.5952454739830169
137640,3422,COPZ2,0.1699999999999999,5,"{'-1': 991, '1': 381, '2': 143, '0': 93, '3': 65}","{'-1': 17, '1': 7, '2': 3, '0': 3}","(0, 1)","{0: 3, 1: 7}",3.127173598957352,1.5065012621529374
137644,3426,COPZ2,0.1699999999999999,5,"{'-1': 991, '1': 381, '2': 143, '0': 93, '3': 65}","{'-1': 17, '1': 7, '2': 3, '0': 3}","(1, 2)","{1: 7, 2: 3}",4.327011366263504,2.80647010446416
