,Unnamed: 0,gene,eps,pan_cancer_cluster_number,pan_cancer_distribution,TNBC_distribution,cluster_combination,TNBC_distribution_in_this_cluster,centroid_distance,cluster_separation
138545,189,ARHGEF5,0.1499999999999999,3,"{'-1': 995, '0': 364, '1': 314}","{'-1': 20, '0': 6, '1': 4}","(0, 1)","{0: 6, 1: 4}",3.921045916689588,2.4052031391742683
138548,192,ARHGEF5,0.1599999999999999,3,"{'-1': 933, '0': 376, '1': 364}","{'-1': 19, '0': 6, '1': 5}","(0, 1)","{0: 6, 1: 5}",3.897887124730536,2.276190415891297
138551,195,ARHGEF5,0.1699999999999999,4,"{'-1': 832, '1': 427, '0': 396, '2': 18}","{'-1': 17, '1': 7, '0': 6}","(0, 1)","{0: 6, 1: 7}",3.892121292037865,2.036758550010118
138557,201,ARHGEF5,0.1799999999999999,3,"{'-1': 773, '1': 469, '0': 431}","{'-1': 15, '1': 9, '0': 6}","(0, 1)","{0: 6, 1: 9}",3.9136802235846058,2.0182622063927287
138560,204,ARHGEF5,0.1899999999999999,4,"{'-1': 694, '1': 513, '0': 438, '2': 28}","{'-1': 12, '1': 11, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 11}",3.870088918603654,1.7921951148865984
138566,210,ARHGEF5,0.1999999999999999,4,"{'-1': 642, '1': 531, '0': 442, '2': 58}","{'1': 13, '-1': 10, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 13}",3.8622874299576417,1.7768743156028424
140946,2842,CYBA,0.2399999999999999,3,"{'0': 1056, '-1': 441, '1': 176}","{'0': 19, '-1': 7, '1': 4}","(0, 1)","{0: 19, 1: 4}",6.9603984132846115,2.837334079550474
140949,2845,CYBA,0.2499999999999999,4,"{'0': 1081, '-1': 384, '1': 188, '2': 20}","{'0': 19, '-1': 6, '1': 4, '2': 1}","(0, 1)","{0: 19, 1: 4}",6.906366017383745,2.292086083358437
140955,2851,CYBA,0.2599999999999999,3,"{'0': 1132, '-1': 340, '1': 201}","{'0': 20, '-1': 5, '1': 5}","(0, 1)","{0: 20, 1: 5}",6.806723371134011,1.6840569156538918
140958,2854,CYBA,0.2699999999999999,3,"{'0': 1144, '-1': 326, '1': 203}","{'0': 20, '-1': 5, '1': 5}","(0, 1)","{0: 20, 1: 5}",6.792316004594059,1.564174028050012
140961,2857,CYBA,0.2799999999999999,3,"{'0': 1169, '-1': 294, '1': 210}","{'0': 20, '-1': 5, '1': 5}","(0, 1)","{0: 20, 1: 5}",6.757294981157531,1.2259262750100093
140964,2860,CYBA,0.2899999999999999,3,"{'0': 1184, '-1': 266, '1': 223}","{'0': 20, '-1': 5, '1': 5}","(0, 1)","{0: 20, 1: 5}",6.722685905890222,1.148981741469814
141721,3617,PRSS8,0.1799999999999999,3,"{'0': 946, '-1': 557, '1': 170}","{'-1': 17, '0': 9, '1': 4}","(0, 1)","{0: 9, 1: 4}",5.904920621091318,3.783980413683795
141724,3620,PRSS8,0.1899999999999999,3,"{'0': 956, '-1': 497, '1': 220}","{'-1': 12, '0': 10, '1': 8}","(0, 1)","{0: 10, 1: 8}",5.884650357238248,3.513393564958201
141727,3623,PRSS8,0.1999999999999999,3,"{'0': 958, '-1': 468, '1': 247}","{'-1': 11, '0': 10, '1': 9}","(0, 1)","{0: 10, 1: 9}",5.873008897789308,3.218423519133502
141730,3626,PRSS8,0.2099999999999999,3,"{'0': 960, '-1': 443, '1': 270}","{'-1': 11, '0': 10, '1': 9}","(0, 1)","{0: 10, 1: 9}",5.916542611799771,3.070389327891398
141733,3629,PRSS8,0.2199999999999999,3,"{'0': 968, '-1': 413, '1': 292}","{'1': 11, '0': 10, '-1': 9}","(0, 1)","{0: 10, 1: 11}",5.905598658736917,2.8004222078957195
141736,3632,PRSS8,0.2299999999999999,3,"{'0': 973, '-1': 380, '1': 320}","{'1': 11, '0': 10, '-1': 9}","(0, 1)","{0: 10, 1: 11}",5.823107066257655,2.3496129718245222
141739,3635,PRSS8,0.2399999999999999,3,"{'0': 986, '-1': 347, '1': 340}","{'1': 13, '0': 10, '-1': 7}","(0, 1)","{0: 10, 1: 13}",5.8051573941986145,2.3496129718245222
141742,3638,PRSS8,0.2499999999999999,3,"{'0': 989, '1': 351, '-1': 333}","{'1': 14, '0': 10, '-1': 6}","(0, 1)","{0: 10, 1: 14}",5.784342373533858,2.14418358898575
141745,3641,PRSS8,0.2599999999999999,3,"{'0': 990, '1': 359, '-1': 324}","{'1': 14, '0': 10, '-1': 6}","(0, 1)","{0: 10, 1: 14}",5.788166032354752,2.14418358898575
141748,3644,PRSS8,0.2699999999999999,3,"{'0': 998, '1': 379, '-1': 296}","{'1': 14, '0': 10, '-1': 6}","(0, 1)","{0: 10, 1: 14}",5.742657398337582,2.0646011755299902
141751,3647,PRSS8,0.2799999999999999,3,"{'0': 1021, '1': 385, '-1': 267}","{'1': 14, '0': 11, '-1': 5}","(0, 1)","{0: 11, 1: 14}",5.724624779047063,1.688183221079926
141754,3650,PRSS8,0.2899999999999999,3,"{'0': 1021, '1': 399, '-1': 253}","{'1': 14, '0': 11, '-1': 5}","(0, 1)","{0: 11, 1: 14}",5.7082619804039405,1.4817323436125
141757,3653,PRSS8,0.2999999999999999,3,"{'0': 1021, '1': 405, '-1': 247}","{'1': 14, '0': 11, '-1': 5}","(0, 1)","{0: 11, 1: 14}",5.683725002197024,1.3226658576448809
141760,3656,PRSS8,0.3099999999999999,3,"{'0': 1026, '1': 418, '-1': 229}","{'1': 14, '0': 11, '-1': 5}","(0, 1)","{0: 11, 1: 14}",5.6455911612468945,1.3226658576448809
141763,3659,PRSS8,0.3199999999999999,3,"{'0': 1030, '1': 426, '-1': 217}","{'1': 14, '0': 11, '-1': 5}","(0, 1)","{0: 11, 1: 14}",5.62699437373522,1.1066516257590442
141766,3662,PRSS8,0.3299999999999999,3,"{'0': 1035, '1': 431, '-1': 207}","{'1': 14, '0': 11, '-1': 5}","(0, 1)","{0: 11, 1: 14}",5.624628162014903,1.1066516257590442
143492,1431,LAMA3,0.1999999999999999,6,"{'-1': 649, '0': 506, '2': 283, '4': 109, '3': 75, '1': 51}","{'-1': 12, '0': 8, '4': 5, '2': 3, '1': 1, '3': 1}","(0, 2)","{0: 8, 2: 3}",4.552768847851815,1.668116186410319
150629,958,PKP2,0.1499999999999999,3,"{'-1': 1154, '0': 420, '1': 99}","{'-1': 21, '0': 5, '1': 4}","(0, 1)","{0: 5, 1: 4}",4.187384582899796,3.235888263820671
150632,961,PKP2,0.1599999999999999,4,"{'-1': 1053, '0': 434, '1': 114, '2': 72}","{'-1': 20, '0': 5, '1': 4, '2': 1}","(0, 1)","{0: 5, 1: 4}",4.177697341801816,3.143965774379632
150638,967,PKP2,0.1699999999999999,4,"{'-1': 972, '0': 450, '1': 233, '2': 18}","{'-1': 19, '1': 6, '0': 5}","(0, 1)","{0: 5, 1: 6}",3.7914927937220417,2.0469044645905696
150644,973,PKP2,0.1799999999999999,4,"{'-1': 878, '0': 463, '1': 302, '2': 30}","{'-1': 17, '1': 7, '0': 6}","(0, 1)","{0: 6, 1: 7}",3.649097614915547,1.7858751946471525
150650,979,PKP2,0.1899999999999999,4,"{'-1': 779, '0': 477, '1': 377, '2': 40}","{'-1': 15, '1': 8, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 8}",3.663451772182053,1.406424368974136
150656,985,PKP2,0.1999999999999999,4,"{'-1': 716, '0': 483, '1': 432, '2': 42}","{'-1': 14, '1': 9, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 9}",3.66408394703152,1.2918708610311829
151936,2510,LAMC2,0.1899999999999999,5,"{'0': 716, '-1': 697, '1': 188, '3': 37, '2': 35}","{'-1': 19, '0': 6, '1': 3, '3': 2}","(0, 1)","{0: 6, 1: 3}",6.2471633369748325,3.200049766693556
151946,2520,LAMC2,0.1999999999999999,4,"{'0': 736, '-1': 585, '1': 341, '2': 11}","{'-1': 17, '1': 7, '0': 6}","(0, 1)","{0: 6, 1: 7}",5.668048539395654,1.436487859150218
151952,2526,LAMC2,0.2099999999999999,3,"{'0': 761, '-1': 544, '1': 368}","{'-1': 15, '1': 8, '0': 7}","(0, 1)","{0: 7, 1: 8}",5.63371361999949,1.2364100237013051
151955,2529,LAMC2,0.2199999999999999,3,"{'0': 772, '-1': 480, '1': 421}","{'-1': 15, '1': 8, '0': 7}","(0, 1)","{0: 7, 1: 8}",5.51998000492392,1.1026460485412977
155082,1587,SLC2A3,0.1799999999999999,5,"{'-1': 934, '0': 370, '1': 292, '2': 46, '3': 31}","{'0': 13, '-1': 12, '1': 4, '3': 1}","(0, 1)","{0: 13, 1: 4}",3.9187555057161303,1.3367250968154425
155092,1597,SLC2A3,0.1899999999999999,4,"{'-1': 856, '1': 390, '0': 382, '2': 45}","{'1': 13, '-1': 12, '0': 4, '2': 1}","(0, 1)","{0: 4, 1: 13}",4.07149675456146,1.0389356625469433
156323,2828,GNA15,0.2199999999999999,3,"{'0': 976, '-1': 532, '1': 165}","{'0': 14, '-1': 13, '1': 3}","(0, 1)","{0: 14, 1: 3}",3.780469042463944,2.063325935368829
156326,2831,GNA15,0.2299999999999999,3,"{'0': 991, '-1': 477, '1': 205}","{'0': 14, '-1': 13, '1': 3}","(0, 1)","{0: 14, 1: 3}",3.8025750056884178,1.8311688609505936
156329,2834,GNA15,0.2399999999999999,3,"{'0': 1000, '-1': 425, '1': 248}","{'0': 15, '-1': 10, '1': 5}","(0, 1)","{0: 15, 1: 5}",3.8672927046896226,1.5573502695132964
156332,2837,GNA15,0.2499999999999999,3,"{'0': 1007, '-1': 391, '1': 275}","{'0': 16, '-1': 9, '1': 5}","(0, 1)","{0: 16, 1: 5}",3.896859443751936,1.458270495805294
156641,3277,PTPRU,0.1999999999999999,6,"{'-1': 835, '0': 481, '1': 155, '2': 139, '3': 38, '4': 25}","{'-1': 13, '0': 11, '1': 3, '2': 1, '4': 1, '3': 1}","(0, 1)","{0: 11, 1: 3}",3.7552455517377976,1.6809315592518783
157550,4333,BCAT1,0.1799999999999999,7,"{'-1': 775, '1': 398, '0': 373, '3': 61, '2': 32, '4': 24, '5': 10}","{'-1': 17, '0': 7, '3': 3, '1': 2, '2': 1}","(0, 3)","{0: 7, 3: 3}",4.662089408240678,3.1276761539154156
157569,4352,BCAT1,0.1899999999999999,3,"{'-1': 654, '1': 630, '0': 389}","{'-1': 14, '0': 9, '1': 7}","(0, 1)","{0: 9, 1: 7}",4.5375412899421494,1.4630846736859526
157572,4355,BCAT1,0.1999999999999999,3,"{'1': 670, '-1': 603, '0': 400}","{'-1': 12, '0': 9, '1': 9}","(0, 1)","{0: 9, 1: 9}",4.48607528731376,1.278754863955561
157575,4358,BCAT1,0.2099999999999999,3,"{'1': 697, '-1': 569, '0': 407}","{'-1': 12, '0': 9, '1': 9}","(0, 1)","{0: 9, 1: 9}",4.488526158175847,1.0555415634840852
158979,1721,CDH3,0.1899999999999999,4,"{'0': 802, '-1': 721, '1': 120, '2': 30}","{'-1': 20, '0': 7, '1': 3}","(0, 1)","{0: 7, 1: 3}",5.044000053818988,2.61031807499805
158985,1727,CDH3,0.1999999999999999,4,"{'0': 813, '-1': 674, '1': 137, '2': 49}","{'-1': 18, '0': 7, '1': 5}","(0, 1)","{0: 7, 1: 5}",5.05178378356725,2.492138467716401
158991,1733,CDH3,0.2099999999999999,3,"{'0': 823, '-1': 620, '1': 230}","{'-1': 18, '0': 7, '1': 5}","(0, 1)","{0: 7, 1: 5}",5.640132955531128,2.404927471634003
158994,1736,CDH3,0.2199999999999999,3,"{'0': 828, '-1': 568, '1': 277}","{'-1': 17, '0': 8, '1': 5}","(0, 1)","{0: 8, 1: 5}",5.5195708037864435,2.3616742736801184
158997,1739,CDH3,0.2299999999999999,3,"{'0': 842, '-1': 508, '1': 323}","{'-1': 14, '1': 8, '0': 8}","(0, 1)","{0: 8, 1: 8}",5.599097898321555,1.9412243276376413
159000,1742,CDH3,0.2399999999999999,3,"{'0': 853, '-1': 478, '1': 342}","{'-1': 12, '1': 10, '0': 8}","(0, 1)","{0: 8, 1: 10}",5.58019421049279,1.7579615266581758
163264,2052,LIMCH1,0.1799999999999999,6,"{'-1': 898, '1': 382, '0': 228, '2': 83, '3': 42, '4': 40}","{'-1': 19, '0': 6, '1': 3, '4': 1, '2': 1}","(0, 1)","{0: 6, 1: 3}",4.864006671279739,2.8323513936466735
170550,2767,ERBB3,0.1699999999999999,3,"{'-1': 904, '0': 558, '1': 211}","{'-1': 23, '0': 4, '1': 3}","(0, 1)","{0: 4, 1: 3}",5.1316812492304384,2.7195789619691633
170553,2770,ERBB3,0.1799999999999999,4,"{'-1': 758, '0': 603, '1': 292, '2': 20}","{'-1': 16, '1': 8, '0': 6}","(0, 1)","{0: 6, 1: 8}",5.069897930153617,2.2894216703323647
170559,2776,ERBB3,0.1899999999999999,4,"{'-1': 640, '0': 620, '1': 368, '2': 45}","{'-1': 12, '1': 9, '0': 8, '2': 1}","(0, 1)","{0: 8, 1: 9}",4.9640330654999145,1.413210146227837
172810,750,GSTO2,0.1899999999999999,4,"{'-1': 749, '0': 684, '1': 209, '2': 31}","{'-1': 18, '0': 8, '1': 4}","(0, 1)","{0: 8, 1: 4}",3.65423670134878,1.6303779590859515
172816,756,GSTO2,0.1999999999999999,5,"{'0': 708, '-1': 642, '1': 273, '2': 28, '3': 22}","{'-1': 14, '0': 8, '1': 5, '3': 2, '2': 1}","(0, 1)","{0: 8, 1: 5}",3.588290197389059,1.539102806952791
172826,766,GSTO2,0.2099999999999999,3,"{'0': 769, '-1': 578, '1': 326}","{'1': 11, '-1': 10, '0': 9}","(0, 1)","{0: 9, 1: 11}",3.5549621560800952,1.3655059134289669
178701,3206,TMEM98,0.1799999999999999,6,"{'-1': 839, '1': 377, '0': 226, '3': 133, '2': 74, '4': 24}","{'1': 14, '-1': 11, '3': 3, '2': 1, '0': 1}","(1, 3)","{1: 14, 3: 3}",3.79056699306803,2.16533773194666
178717,3222,TMEM98,0.1899999999999999,5,"{'-1': 708, '2': 411, '1': 310, '3': 154, '0': 90}","{'2': 16, '-1': 8, '3': 4, '0': 1, '1': 1}","(2, 3)","{2: 16, 3: 4}",3.6031433547676466,1.8469776941911973
178720,3225,TMEM98,0.1999999999999999,3,"{'-1': 654, '0': 605, '1': 414}","{'1': 16, '-1': 8, '0': 6}","(0, 1)","{0: 6, 1: 16}",5.120282734476593,1.7339057944171476
180485,1537,FGFR2,0.1899999999999999,5,"{'0': 766, '-1': 750, '1': 66, '3': 57, '2': 34}","{'-1': 15, '0': 10, '1': 3, '3': 2}","(0, 1)","{0: 10, 1: 3}",3.8172438659755112,2.162271428898877
180495,1547,FGFR2,0.1999999999999999,6,"{'0': 778, '-1': 673, '1': 78, '3': 59, '2': 55, '4': 30}","{'-1': 15, '0': 10, '1': 3, '3': 2}","(0, 1)","{0: 10, 1: 3}",3.833519594015839,1.9312872499159857
185001,2122,TRO,0.2199999999999999,3,"{'0': 850, '-1': 647, '1': 176}","{'0': 20, '-1': 6, '1': 4}","(0, 1)","{0: 20, 1: 4}",3.1951677530586537,1.3098552625867872
185615,2736,PRKCZ,0.1999999999999999,4,"{'-1': 863, '0': 718, '2': 46, '1': 46}","{'0': 15, '-1': 12, '1': 3}","(0, 1)","{0: 15, 1: 3}",3.7018978502939,1.8452304722635744
185621,2742,PRKCZ,0.2099999999999999,5,"{'-1': 789, '0': 745, '2': 58, '1': 51, '3': 30}","{'0': 15, '-1': 12, '1': 3}","(0, 1)","{0: 15, 1: 3}",3.6545828703618706,1.6734991753228137
185631,2752,PRKCZ,0.2199999999999999,5,"{'0': 796, '-1': 708, '1': 66, '2': 62, '3': 41}","{'0': 17, '-1': 10, '1': 3}","(0, 1)","{0: 17, 1: 3}",3.635564915571755,1.4656635723488118
185641,2762,PRKCZ,0.2299999999999999,5,"{'0': 825, '-1': 620, '1': 164, '2': 43, '3': 21}","{'0': 17, '-1': 10, '1': 3}","(0, 1)","{0: 17, 1: 3}",3.650456026566154,1.2815138264414545
191262,5099,ICA1,0.1799999999999999,5,"{'-1': 939, '1': 384, '0': 209, '3': 75, '2': 66}","{'-1': 21, '1': 4, '0': 4, '2': 1}","(0, 1)","{0: 4, 1: 4}",4.051148633130771,1.9887852125040737
192130,5967,TFPI,0.1699999999999999,5,"{'-1': 1071, '0': 318, '1': 215, '2': 50, '3': 19}","{'-1': 16, '0': 8, '1': 6}","(0, 1)","{0: 8, 1: 6}",5.101394760593204,2.8196193346042464
192140,5977,TFPI,0.1799999999999999,3,"{'-1': 960, '0': 373, '1': 340}","{'-1': 14, '0': 9, '1': 7}","(0, 1)","{0: 9, 1: 7}",5.239990495200629,2.2342496954463855
192143,5980,TFPI,0.1899999999999999,4,"{'-1': 745, '1': 477, '0': 400, '2': 51}","{'-1': 13, '0': 9, '1': 8}","(0, 1)","{0: 9, 1: 8}",5.332776557816844,1.7881187031946868
192149,5986,TFPI,0.1999999999999999,4,"{'-1': 649, '1': 519, '0': 435, '2': 70}","{'-1': 12, '0': 10, '1': 8}","(0, 1)","{0: 10, 1: 8}",5.276193616599929,1.3754717513408368
202000,3619,DAPP1,0.2299999999999999,5,"{'0': 884, '-1': 593, '1': 134, '3': 32, '2': 30}","{'0': 17, '-1': 7, '1': 5, '2': 1}","(0, 1)","{0: 17, 1: 5}",3.498537946439569,1.6397700590698083
202010,3629,DAPP1,0.2399999999999999,5,"{'0': 891, '-1': 559, '1': 156, '2': 37, '3': 30}","{'0': 17, '-1': 6, '1': 6, '2': 1}","(0, 1)","{0: 17, 1: 6}",3.5137082603600573,1.4607557995846796
202020,3639,DAPP1,0.2499999999999999,5,"{'0': 935, '-1': 478, '1': 184, '2': 46, '3': 30}","{'0': 17, '1': 7, '-1': 5, '2': 1}","(0, 1)","{0: 17, 1: 7}",3.4784464907088393,1.3088192158342624
202030,3649,DAPP1,0.2599999999999999,6,"{'0': 947, '-1': 398, '1': 229, '2': 55, '3': 30, '4': 14}","{'0': 17, '1': 7, '-1': 3, '2': 2, '4': 1}","(0, 1)","{0: 17, 1: 7}",3.5254640711512173,1.0517614276897416
209767,43,CYBRD1,0.1999999999999999,3,"{'-1': 727, '1': 668, '0': 278}","{'1': 16, '-1': 11, '0': 3}","(0, 1)","{0: 3, 1: 16}",4.333687827551519,1.1684536142256443
209770,46,CYBRD1,0.2099999999999999,3,"{'1': 709, '-1': 677, '0': 287}","{'1': 17, '-1': 10, '0': 3}","(0, 1)","{0: 3, 1: 17}",4.353879574611578,1.1100894517116555
209773,49,CYBRD1,0.2199999999999999,3,"{'1': 733, '-1': 640, '0': 300}","{'1': 17, '-1': 10, '0': 3}","(0, 1)","{0: 3, 1: 17}",4.332433677029808,1.027136129937514
220862,3904,PPP2R2C,0.2299999999999999,4,"{'0': 932, '-1': 535, '2': 143, '1': 63}","{'-1': 15, '0': 12, '2': 3}","(0, 2)","{0: 12, 2: 3}",3.645186337623988,1.2085402261901534
222116,628,MGLL,0.1999999999999999,3,"{'-1': 742, '0': 705, '1': 226}","{'-1': 14, '0': 13, '1': 3}","(0, 1)","{0: 13, 1: 3}",4.437690152185291,1.175961391172981
222119,631,MGLL,0.2099999999999999,3,"{'0': 738, '-1': 690, '1': 245}","{'0': 14, '-1': 13, '1': 3}","(0, 1)","{0: 14, 1: 3}",4.4073161030159484,1.108813487138925
242228,2790,FGFR1,0.1899999999999999,6,"{'-1': 846, '0': 596, '1': 129, '4': 44, '2': 40, '3': 18}","{'-1': 14, '0': 12, '4': 3, '1': 1}","(0, 4)","{0: 12, 4: 3}",4.739991266238801,1.6822597020760717
242240,2802,FGFR1,0.1999999999999999,4,"{'-1': 750, '0': 676, '1': 188, '2': 59}","{'0': 15, '-1': 11, '1': 4}","(0, 1)","{0: 15, 1: 4}",4.708792812997327,1.224759435880364
249355,2109,LXN,0.1599999999999999,3,"{'-1': 1071, '1': 461, '0': 141}","{'-1': 20, '1': 7, '0': 3}","(0, 1)","{0: 3, 1: 7}",3.4473274255391004,2.09456300153298
249358,2112,LXN,0.1699999999999999,6,"{'-1': 930, '1': 482, '0': 168, '2': 41, '4': 27, '3': 25}","{'-1': 20, '1': 7, '0': 3}","(0, 1)","{0: 3, 1: 7}",3.4548740603433834,1.9347696281839553
249373,2127,LXN,0.1799999999999999,3,"{'-1': 831, '1': 524, '0': 318}","{'-1': 17, '1': 9, '0': 4}","(0, 1)","{0: 4, 1: 9}",3.734612770652393,1.5877236403982131
249376,2130,LXN,0.1899999999999999,3,"{'-1': 769, '1': 527, '0': 377}","{'-1': 16, '1': 9, '0': 5}","(0, 1)","{0: 5, 1: 9}",3.629512155161234,1.3740401274066527
249379,2133,LXN,0.1999999999999999,4,"{'-1': 705, '1': 535, '0': 416, '2': 17}","{'-1': 14, '1': 9, '0': 6, '2': 1}","(0, 1)","{0: 6, 1: 9}",3.6127165658131366,1.338047760250639
256407,967,ARSD,0.1899999999999999,3,"{'0': 744, '-1': 726, '1': 203}","{'0': 15, '-1': 12, '1': 3}","(0, 1)","{0: 15, 1: 3}",3.40368513932061,1.5342092002565215
256410,970,ARSD,0.1999999999999999,3,"{'0': 800, '-1': 640, '1': 233}","{'0': 15, '-1': 11, '1': 4}","(0, 1)","{0: 15, 1: 4}",3.3931147475616816,1.3028473533216574
257011,2025,PRSS21,0.3099999999999999,3,"{'0': 1234, '-1': 329, '1': 110}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.970621316957969,2.398933480603537
257014,2028,PRSS21,0.3199999999999999,3,"{'0': 1237, '-1': 311, '1': 125}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.932837208258085,2.2227902415625698
257017,2031,PRSS21,0.3299999999999999,3,"{'0': 1238, '-1': 299, '1': 136}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.85839017963869,1.944789813042326
257020,2034,PRSS21,0.3399999999999998,4,"{'0': 1240, '-1': 259, '1': 142, '2': 32}","{'0': 24, '-1': 3, '1': 3}","(0, 1)","{0: 24, 1: 3}",4.86788541448503,1.944789813042326
257030,2044,PRSS21,0.3499999999999998,5,"{'1': 1241, '-1': 215, '2': 145, '0': 43, '3': 29}","{'1': 24, '-1': 3, '2': 3}","(1, 2)","{1: 24, 2: 3}",4.854793223881314,1.837874609125814
257040,2054,PRSS21,0.3599999999999999,5,"{'1': 1238, '-1': 187, '2': 168, '0': 50, '3': 30}","{'1': 24, '-1': 3, '2': 3}","(1, 2)","{1: 24, 2: 3}",4.99077819366839,1.6725123797707369
257046,2060,PRSS21,0.3699999999999999,4,"{'0': 1291, '1': 181, '-1': 165, '2': 36}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",5.022065592236969,1.441973719732649
257052,2066,PRSS21,0.3799999999999999,3,"{'0': 1298, '1': 227, '-1': 148}","{'0': 24, '1': 4, '-1': 2}","(0, 1)","{0: 24, 1: 4}",5.266546525199359,1.3347142498432056
257055,2069,PRSS21,0.3899999999999998,3,"{'0': 1303, '1': 235, '-1': 135}","{'0': 25, '1': 4, '-1': 1}","(0, 1)","{0: 25, 1: 4}",5.27199955455029,1.160059648316108
263111,3170,MGST1,0.2099999999999999,3,"{'0': 855, '-1': 527, '1': 291}","{'0': 18, '-1': 9, '1': 3}","(0, 1)","{0: 18, 1: 3}",7.466558425629285,3.450945152749469
